,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
24906.0,38,0,229015,13,13,6,4,1,3,1,0,0,50,22,0
24907.0,28,0,130067,13,13,6,6,2,3,2,0,0,40,22,0
24908.0,40,5,306495,13,13,6,6,1,3,1,0,0,35,22,2
24909.0,32,0,232855,12,9,1,13,6,5,2,0,0,40,22,2
24910.0,55,5,171328,10,10,4,5,6,5,2,0,0,35,22,2
24911.0,64,0,144182,12,9,2,6,4,3,2,0,0,23,22,2
24912.0,34,0,102858,12,9,0,5,6,3,1,0,0,40,22,2
24913.0,19,6,199495,10,10,1,8,0,3,1,0,0,60,22,2
24914.0,58,0,209438,10,10,5,14,6,5,2,0,0,40,22,2
24915.0,46,0,74895,1,12,6,7,1,3,1,0,1485,55,22,2
24916.0,44,0,184378,14,11,6,4,1,3,1,0,0,40,22,2
24917.0,31,0,446512,10,10,0,14,6,5,2,0,0,40,22,2
24918.0,31,7,113688,12,9,1,13,6,3,2,0,0,40,22,2
24919.0,39,0,333305,10,10,6,3,2,3,2,0,0,45,22,0
24920.0,19,0,118535,11,8,1,3,0,3,2,0,0,18,22,2
24921.0,56,0,76142,12,9,5,14,6,3,2,0,0,40,22,2
24922.0,53,5,38795,7,5,6,4,1,3,1,0,0,40,22,2
24923.0,68,0,208478,0,14,6,6,1,3,1,0,0,18,26,2
24924.0,69,0,203313,12,9,2,14,4,3,2,991,0,18,22,2
24925.0,62,0,247483,10,10,6,3,1,3,1,0,0,40,22,0
24926.0,62,2,198686,12,9,6,14,1,3,1,0,0,40,22,2
24927.0,39,0,56118,12,9,5,14,6,3,2,0,0,40,22,2
24928.0,45,7,359808,1,12,1,4,4,3,1,0,0,40,22,2
24929.0,29,0,231554,10,10,6,5,1,5,1,0,0,50,22,2
24930.0,33,0,34848,10,10,6,14,1,3,1,0,0,40,22,2
24931.0,34,0,199934,10,10,6,13,1,5,1,7298,0,40,22,0
24932.0,29,0,196243,12,9,1,13,4,3,2,0,0,40,22,2
24933.0,65,3,66360,4,7,6,4,1,3,1,6418,0,35,22,0
24934.0,18,0,189487,10,10,1,3,0,3,2,0,0,35,22,2
24935.0,22,0,194848,12,9,1,0,0,3,1,0,0,40,22,2
24936.0,30,0,167309,13,13,6,5,1,3,1,0,1902,40,22,0
24937.0,44,0,192878,13,13,6,13,1,3,1,0,0,40,22,0
24938.0,48,0,70209,10,10,5,6,6,3,2,0,0,20,22,2
24939.0,52,7,123011,12,9,5,5,4,3,1,0,0,45,22,2
24940.0,53,1,135339,13,13,6,4,1,0,1,7688,0,20,7,0
24941.0,48,7,497486,12,9,4,5,6,3,2,1471,0,40,22,2
24942.0,25,0,178478,13,13,1,5,0,3,2,0,0,40,22,2
24943.0,41,0,149909,13,13,6,3,1,3,1,7688,0,50,22,0
24944.0,37,0,103323,12,9,1,7,4,3,1,0,0,40,22,2
24945.0,55,0,239404,2,6,6,1,1,5,1,0,0,45,22,2
24946.0,67,0,165082,12,9,1,5,4,3,2,0,0,38,22,2
24947.0,36,0,389725,10,10,5,5,4,3,1,0,0,45,22,2
24948.0,47,0,374580,12,9,0,3,4,3,2,0,0,52,22,2
24949.0,36,6,187983,12,9,1,8,6,3,2,0,0,40,22,2
24950.0,25,0,259300,13,13,1,3,4,3,2,0,0,16,22,2
24951.0,19,0,277695,7,5,1,0,5,3,1,0,0,16,3,2
24952.0,24,0,230248,15,4,0,13,0,3,1,0,0,40,22,2
24953.0,30,1,196342,10,10,1,3,0,3,1,0,0,25,22,2
24954.0,17,0,160968,4,7,1,5,0,3,1,0,0,16,22,2
24955.0,28,0,115438,13,13,1,5,0,3,1,0,0,40,22,2
24956.0,34,0,231043,14,11,6,5,1,3,1,3908,0,45,22,2
24957.0,35,0,129597,10,10,6,3,1,3,1,0,0,46,22,2
24958.0,24,5,387108,10,10,6,2,1,5,1,0,0,40,22,2
24959.0,43,0,105936,12,9,6,5,2,3,2,0,0,35,22,0
24960.0,20,0,107242,12,9,1,13,4,5,1,0,0,40,26,2
24961.0,55,0,125000,0,14,5,4,6,3,1,0,0,40,22,0
24962.0,22,0,229456,10,10,1,5,0,5,2,0,0,35,22,2
24963.0,20,0,230113,10,10,1,14,0,3,1,0,0,50,22,2
24964.0,44,0,106698,12,9,5,14,6,3,2,0,0,40,22,2
24965.0,38,0,133454,1,12,1,7,4,3,1,0,0,40,22,2
24966.0,53,0,295520,7,5,2,3,6,5,2,0,0,25,22,2
24967.0,26,0,151551,10,10,0,3,0,1,1,2597,0,48,22,2
24968.0,58,0,100313,10,10,6,2,1,3,1,0,1902,40,22,0
24969.0,23,0,320294,12,9,1,4,4,3,1,0,0,40,22,2
24970.0,53,0,162381,8,2,6,1,1,3,1,0,0,50,22,2
24971.0,35,0,183898,12,9,5,7,6,3,1,2354,0,40,22,2
24972.0,41,3,32016,12,9,6,3,1,3,1,0,0,62,22,2
24973.0,31,0,117028,12,9,6,13,1,3,1,0,0,40,22,2
24974.0,50,0,280278,12,9,2,6,6,5,2,0,0,40,22,2
24975.0,57,0,342906,7,5,6,3,1,5,1,0,0,55,22,0
24976.0,25,0,181598,4,7,6,9,1,3,1,0,0,40,22,2
24977.0,23,0,224059,12,9,6,13,1,3,1,0,0,40,22,2
24978.0,48,0,148549,13,13,1,4,4,3,1,0,0,50,22,2
24979.0,34,0,97355,10,10,5,3,4,3,2,0,0,60,22,2
24980.0,37,0,154571,10,10,6,7,1,0,1,0,0,40,26,2
24981.0,43,3,140988,13,13,6,3,5,0,1,0,0,45,25,2
24982.0,20,0,148409,10,10,1,3,5,3,1,1055,0,20,22,2
24983.0,40,5,150755,13,13,6,6,1,3,1,99999,0,75,22,0
24984.0,27,0,87006,10,10,6,5,2,3,2,0,1579,40,22,2
24985.0,35,0,112158,2,6,6,7,1,3,1,0,0,40,22,2
24986.0,33,0,121488,13,13,1,3,4,3,2,0,0,40,22,2
24987.0,57,2,283635,10,10,5,7,4,3,2,0,0,40,22,2
24988.0,43,0,69758,1,12,6,9,1,0,1,0,0,40,22,2
24989.0,40,0,199900,1,12,6,4,1,3,1,0,1848,55,22,0
24990.0,54,0,88019,10,10,5,1,4,3,1,0,0,55,22,2
24991.0,28,0,31935,10,10,5,5,4,3,2,0,0,40,22,2
24992.0,32,0,323055,12,9,6,7,1,3,1,0,0,40,22,2
24993.0,49,0,189498,12,9,6,3,1,3,1,0,0,50,22,0
24994.0,52,0,89041,12,9,6,7,1,3,1,0,0,40,22,2
24995.0,41,0,112507,2,6,6,1,1,3,1,0,0,60,22,2
24996.0,19,0,236940,12,9,1,0,0,3,1,0,0,40,22,2
24997.0,33,0,278514,12,9,5,7,0,3,2,0,0,42,22,2
24998.0,21,6,433330,10,10,1,8,6,3,1,0,0,40,22,2
24999.0,25,0,258379,13,13,6,6,2,3,2,0,0,32,22,2
25000.0,44,0,162028,4,7,5,3,6,3,2,0,0,44,22,2
25001.0,20,0,197997,10,10,1,6,0,3,1,0,0,40,22,2
25002.0,46,0,98350,2,6,4,14,4,0,1,0,0,37,7,2
25003.0,39,0,165848,12,9,6,3,1,3,1,0,0,50,22,2
25004.0,34,0,178615,12,9,1,12,4,3,1,0,0,40,22,2
25005.0,19,0,228939,12,9,1,12,0,3,1,0,0,35,22,2
25006.0,27,0,210498,12,9,6,7,1,3,1,5178,0,40,22,0
25007.0,53,0,154891,7,5,6,1,1,3,1,0,0,40,22,2
25008.0,46,0,165937,14,11,5,13,6,3,1,0,0,40,22,2
25009.0,23,6,138768,13,13,1,8,0,3,1,2907,0,40,22,2
25010.0,39,0,160120,10,10,1,13,5,0,1,0,0,40,19,2
25011.0,30,0,382368,12,9,6,12,1,3,1,0,0,40,22,2
25012.0,53,0,123011,0,14,6,4,1,3,1,0,0,45,22,0
25013.0,33,0,119033,7,5,6,12,1,3,1,0,0,40,22,2
25014.0,22,0,496856,10,10,6,4,2,3,2,0,0,40,22,2
25015.0,44,0,194049,10,10,5,14,6,5,2,0,0,35,22,2
25016.0,30,0,299223,10,10,5,3,6,1,2,0,0,40,22,2
25017.0,66,0,174788,10,10,5,5,4,3,2,0,0,20,22,2
25018.0,39,0,176101,13,13,6,7,1,3,1,0,0,40,22,2
25019.0,37,0,38948,12,9,6,6,1,3,1,0,0,50,22,0
25020.0,34,0,271933,12,9,6,12,2,3,2,0,0,40,22,2
25021.0,17,0,122041,4,7,1,7,0,3,1,0,0,20,22,2
25022.0,43,0,115932,13,13,1,3,4,3,1,0,0,60,22,0
25023.0,46,0,265105,13,13,6,6,1,3,1,0,0,50,22,0
25024.0,17,0,100828,4,7,1,14,4,3,1,0,0,20,22,2
25025.0,60,0,121319,15,4,6,13,1,3,1,3137,0,40,40,2
25026.0,63,0,308028,0,14,6,9,1,3,1,5013,0,40,22,2
25027.0,42,0,213214,1,12,6,3,1,3,1,0,0,40,22,2
25028.0,30,0,348618,7,5,6,7,1,2,1,0,0,40,3,2
25029.0,33,0,275632,12,9,6,1,1,3,1,0,0,40,22,2
25030.0,43,0,239161,10,10,6,3,1,1,1,0,0,40,22,2
25031.0,20,0,215495,7,5,1,4,5,3,2,0,0,40,3,2
25032.0,30,0,214063,10,10,1,0,5,5,1,0,0,72,22,2
25033.0,37,0,122493,12,9,6,1,1,3,1,0,0,45,22,2
25034.0,33,6,211699,10,10,5,8,6,3,2,0,0,40,22,2
25035.0,49,1,175622,13,13,6,6,1,3,1,0,0,40,22,0
25036.0,65,0,153522,12,9,2,14,6,3,2,0,0,17,22,2
25037.0,35,0,258339,6,15,6,6,1,3,1,0,0,55,22,0
25038.0,27,0,119793,13,13,6,7,1,3,1,0,0,40,22,2
25039.0,33,0,133503,12,9,6,3,1,3,1,0,1977,45,22,0
25040.0,18,0,162840,11,8,1,3,0,3,2,0,0,20,22,2
25041.0,41,5,67671,0,14,6,6,1,3,1,0,0,50,22,2
25042.0,38,0,188888,13,13,1,4,4,3,1,0,1340,40,22,2
25043.0,45,0,140644,12,9,6,13,1,3,1,0,0,40,22,2
25044.0,18,6,126154,10,10,1,8,0,3,1,0,0,40,22,2
25045.0,33,0,245659,10,10,0,14,6,3,2,0,0,38,33,2
25046.0,28,0,129624,12,9,1,12,4,3,1,0,0,40,26,2
25047.0,47,0,104068,12,9,5,6,6,1,2,0,0,40,22,2
25048.0,30,0,337908,1,12,6,5,2,5,2,0,0,20,22,2
25049.0,36,0,161141,1,12,6,6,1,3,1,0,0,40,22,2
25050.0,21,0,162228,12,9,1,3,0,3,1,0,0,30,22,2
25051.0,44,0,116391,13,13,1,6,4,3,1,0,0,40,22,2
25052.0,33,0,314310,12,9,4,3,4,3,1,0,0,20,22,2
25053.0,61,6,394534,12,9,6,8,1,5,1,0,0,6,22,2
25054.0,29,0,308136,10,10,6,7,1,3,1,0,0,40,22,2
25055.0,45,0,194698,10,10,6,7,1,3,1,0,0,40,22,0
25056.0,18,6,67793,12,9,1,8,0,3,2,0,0,60,22,2
25057.0,29,5,302422,14,11,1,2,4,3,1,0,1564,56,22,0
25058.0,27,0,289147,13,13,1,6,0,3,2,0,0,40,22,2
25059.0,21,0,229826,10,10,6,13,1,3,1,0,0,20,22,2
25060.0,22,6,154235,10,10,6,8,2,3,2,3781,0,35,22,2
25061.0,49,3,246739,10,10,6,7,1,3,1,0,0,45,22,0
25062.0,35,0,188041,10,10,6,4,1,3,1,0,0,50,22,2
25063.0,47,0,187440,12,9,6,7,1,3,1,5178,0,40,22,0
25064.0,37,5,105266,10,10,6,1,1,3,1,0,0,40,22,2
25065.0,37,0,249208,14,11,6,6,1,3,1,0,0,48,22,0
25066.0,26,0,203492,12,9,5,7,4,3,1,0,0,40,22,2
25067.0,18,6,71076,12,9,1,8,0,3,1,0,0,40,22,2
25068.0,55,7,146477,10,10,6,7,1,3,1,0,0,45,22,2
25069.0,47,0,201699,1,12,6,3,1,3,1,5178,0,50,22,0
25070.0,59,0,205949,12,9,0,7,6,1,2,0,0,40,22,2
25071.0,70,0,90245,12,9,2,5,6,3,2,0,0,5,22,2
25072.0,53,7,177647,12,9,6,9,1,3,1,0,0,40,42,0
25073.0,39,0,126494,12,9,5,6,6,3,2,0,0,40,22,2
25074.0,38,0,257735,7,5,6,12,1,3,1,0,0,40,22,2
25075.0,33,0,1161363,10,10,0,9,6,3,2,0,0,50,8,2
25076.0,19,6,257343,10,10,1,8,0,3,1,0,0,40,22,2
25077.0,28,0,221452,12,9,1,5,4,3,1,0,0,40,22,2
25078.0,74,0,260669,2,6,5,14,4,3,2,0,0,1,22,2
25079.0,40,0,192344,13,13,6,5,1,3,1,0,0,40,22,0
25080.0,35,0,80479,14,11,5,3,4,3,1,0,0,40,22,2
25081.0,35,1,108808,12,9,5,7,4,3,1,0,0,50,22,2
25082.0,41,0,175674,10,10,6,3,1,3,1,0,0,40,22,0
25083.0,38,0,272950,10,10,1,3,4,3,1,0,0,50,22,2
25084.0,29,1,160786,2,6,6,7,1,3,1,0,0,35,22,0
25085.0,46,1,122206,12,9,6,4,1,3,1,0,0,50,22,2
25086.0,46,0,121168,12,9,5,7,4,3,2,0,0,40,22,2
25087.0,40,0,209547,13,13,6,6,1,3,1,0,0,60,22,0
25088.0,29,7,244473,13,13,6,4,1,3,1,7688,0,40,22,0
25089.0,39,0,176296,1,12,6,2,1,5,1,0,0,60,22,2
25090.0,31,0,91666,12,9,1,4,0,3,1,0,0,60,22,2
25091.0,50,5,191025,0,14,5,4,4,3,2,4650,0,70,22,2
25092.0,31,2,63704,13,13,1,6,4,3,2,0,0,40,22,2
25093.0,27,0,31659,10,10,6,7,1,3,1,0,0,45,22,2
25094.0,27,0,191230,10,10,1,12,4,5,1,0,0,25,22,2
25095.0,28,0,56340,13,13,1,6,4,3,2,0,0,20,22,2
25096.0,21,0,221157,12,9,1,14,0,5,2,0,0,30,22,2
25097.0,57,5,143910,13,13,5,4,4,3,1,0,0,40,22,2
25098.0,56,5,435836,0,14,5,6,4,3,2,0,0,40,22,2
25099.0,22,6,61499,12,9,1,8,4,3,2,0,0,40,22,2
25100.0,48,0,209182,16,1,0,14,6,3,2,0,0,40,33,2
25101.0,36,3,107218,10,10,5,3,6,0,1,0,0,55,22,2
25102.0,51,0,55500,11,8,6,1,1,3,1,0,0,40,22,2
25103.0,39,5,357962,1,12,1,1,4,3,1,0,0,48,22,2
25104.0,43,0,200355,12,9,6,1,1,3,1,0,0,70,22,0
25105.0,38,0,320451,0,14,6,6,1,0,1,0,0,40,26,2
25106.0,51,5,184542,12,9,6,13,1,3,1,0,0,40,22,2
25107.0,43,2,206927,12,9,6,6,1,3,1,0,0,40,22,2
25108.0,44,0,54310,0,14,6,6,1,3,1,7298,0,40,22,0
25109.0,35,0,208165,12,9,5,4,6,3,2,0,0,50,22,2
25110.0,40,0,146908,12,9,6,6,1,3,1,0,1902,40,22,0
25111.0,39,0,318416,2,6,0,14,0,5,2,0,0,12,22,2
25112.0,47,3,207540,15,4,6,7,1,3,1,0,0,40,26,2
25113.0,23,0,69911,16,1,1,14,0,3,2,0,0,15,22,2
25114.0,26,0,305304,4,7,6,13,1,3,1,0,0,40,22,2
25115.0,25,5,295289,12,9,1,6,0,5,2,0,0,40,22,2
25116.0,29,0,275110,10,10,0,12,4,5,1,0,0,42,22,2
25117.0,30,0,339773,12,9,1,13,4,3,1,0,0,45,22,2
25118.0,57,2,399246,13,13,6,5,1,0,1,0,1485,40,7,2
25119.0,37,3,51264,14,11,6,3,1,3,1,0,0,40,22,0
25120.0,39,0,49020,13,13,6,3,1,3,1,3103,0,48,22,0
25121.0,37,0,178100,0,14,1,4,4,3,2,0,0,40,22,0
25122.0,45,6,215943,12,9,6,8,1,3,1,0,0,40,22,2
25123.0,21,0,176178,10,10,1,3,0,3,2,0,0,16,22,2
25124.0,25,2,180884,10,10,6,5,2,5,2,0,0,40,22,2
25125.0,61,2,130466,12,9,2,5,6,1,2,0,0,40,22,2
25126.0,59,0,328525,12,9,6,5,1,3,1,2414,0,15,22,2
25127.0,28,0,142712,12,9,1,12,0,3,1,0,0,40,22,2
25128.0,24,0,176321,10,10,1,5,6,3,2,0,0,40,22,2
25129.0,47,0,145041,12,9,6,13,1,3,1,0,0,40,15,0
25130.0,29,0,95423,12,9,7,1,1,3,1,0,0,80,22,2
25131.0,49,1,215096,7,5,5,14,4,3,2,0,0,20,22,2
25132.0,41,5,177599,13,13,5,6,6,3,2,0,0,35,22,2
25133.0,33,0,123920,10,10,1,4,4,5,2,0,0,40,22,2
25134.0,20,6,201490,10,10,1,8,0,3,1,0,0,40,22,2
25135.0,40,0,46990,9,16,6,6,2,3,2,0,1977,20,22,0
25136.0,32,0,388672,10,10,5,12,4,3,1,0,0,16,22,2
25137.0,48,0,149210,13,13,5,3,4,5,1,0,0,40,22,0
25138.0,24,0,134787,10,10,1,3,0,3,2,0,0,40,22,2
25139.0,50,0,185407,14,11,6,9,1,3,1,0,0,38,22,0
25140.0,31,2,86143,12,9,1,2,5,0,1,0,0,40,22,2
25141.0,23,0,41721,14,11,6,7,1,3,1,0,0,55,22,0
25142.0,35,0,195744,12,9,6,14,1,3,1,0,0,40,22,2
25143.0,50,5,96062,12,9,6,2,1,3,1,0,0,40,22,2
25144.0,39,0,215150,7,5,5,12,4,3,1,0,0,50,22,2
25145.0,52,0,270728,15,4,6,14,1,3,1,0,0,48,15,2
25146.0,44,0,75012,12,9,6,0,1,3,1,0,0,80,22,2
25147.0,43,0,206139,13,13,6,6,1,3,1,0,0,50,22,0
25148.0,39,0,50700,12,9,6,6,1,3,1,0,0,40,22,2
25149.0,33,0,224258,15,4,1,0,4,3,1,0,0,40,3,0
25150.0,31,0,240441,0,14,1,4,4,3,1,0,1564,40,22,0
25151.0,40,1,406811,10,10,6,6,2,3,2,0,0,40,22,0
25152.0,28,5,34452,6,15,6,6,1,3,1,0,0,40,22,2
25153.0,19,0,361341,11,8,1,6,4,0,2,0,0,25,9,2
25154.0,35,0,78247,14,11,6,7,1,3,1,0,0,50,22,2
25155.0,44,0,106900,13,13,6,6,1,3,1,0,0,60,22,2
25156.0,40,1,165108,13,13,6,5,1,3,1,0,0,40,6,2
25157.0,20,0,406641,10,10,1,5,0,3,2,0,0,35,22,2
25158.0,55,0,171467,12,9,5,7,6,5,1,0,0,48,22,0
25159.0,30,0,341187,15,4,0,1,4,3,1,0,0,35,22,2
25160.0,38,0,119177,12,9,6,3,1,3,1,0,0,55,22,0
25161.0,75,0,104896,12,9,6,3,1,3,1,2653,0,20,22,2
25162.0,17,0,342752,4,7,1,14,0,3,1,0,0,15,22,2
25163.0,79,6,76641,0,14,6,8,1,3,1,20051,0,40,40,0
25164.0,20,0,47541,10,10,1,3,0,3,1,0,0,30,22,2
25165.0,25,0,233461,1,12,1,9,4,3,1,0,0,30,22,2
25166.0,27,0,303954,13,13,6,3,1,3,1,0,0,45,22,2
25167.0,19,0,163015,10,10,1,3,0,3,2,0,0,20,22,2
25168.0,21,0,75763,10,10,6,3,2,1,2,0,0,40,22,2
25169.0,19,0,43003,10,10,1,14,0,3,1,0,0,20,22,2
25170.0,42,0,328239,10,10,1,14,4,3,1,0,0,40,22,2
25171.0,28,0,130856,2,6,6,7,1,3,1,0,0,36,22,2
25172.0,47,1,190072,10,10,6,7,1,3,1,0,0,40,4,0
25173.0,59,0,170148,10,10,5,14,6,3,2,0,0,32,22,2
25174.0,50,0,104501,12,9,6,7,1,3,1,0,0,40,22,0
25175.0,48,3,213140,12,9,6,4,1,3,1,0,0,80,22,2
25176.0,33,5,175509,12,9,6,2,1,3,1,0,0,40,22,2
25177.0,27,0,173611,1,12,1,3,4,3,2,0,0,40,22,2
25178.0,45,0,148995,9,16,1,6,4,3,1,99999,0,30,22,0
25179.0,24,0,64520,15,4,1,3,0,3,1,0,0,40,22,2
25180.0,31,0,139822,12,9,6,5,2,3,2,0,0,40,22,0
25181.0,24,0,258700,3,3,1,0,5,5,1,0,0,40,3,2
25182.0,29,0,34796,12,9,1,4,4,3,1,0,0,40,22,2
25183.0,24,0,124963,12,9,1,13,0,3,1,0,0,30,22,2
25184.0,24,0,65743,13,13,1,5,4,3,2,0,0,30,22,2
25185.0,28,0,161087,10,10,1,4,4,5,2,0,0,45,24,2
25186.0,63,6,424591,12,9,6,8,1,3,1,0,0,40,22,2
25187.0,36,7,203836,10,10,6,12,1,3,1,0,0,50,22,2
25188.0,58,2,110199,15,4,6,1,1,3,1,0,0,40,22,2
25189.0,51,0,316059,10,10,5,4,4,3,2,0,0,36,22,2
25190.0,42,0,255667,10,10,6,7,1,3,1,0,0,50,22,0
25191.0,39,0,193689,10,10,6,13,1,3,1,0,0,40,22,2
25192.0,26,0,60722,13,13,1,6,0,0,2,0,0,40,22,2
25193.0,39,0,187847,10,10,1,7,4,3,1,0,0,40,22,2
25194.0,28,0,233275,13,13,1,6,4,3,1,0,0,45,22,2
25195.0,51,0,215404,13,13,6,6,1,1,1,15024,0,40,22,0
25196.0,45,0,201865,13,13,4,4,6,3,1,0,0,40,22,2
25197.0,45,0,118889,14,11,6,7,1,3,1,0,0,40,22,2
25198.0,23,2,368739,13,13,1,6,4,3,2,0,0,40,22,2
25199.0,38,0,123833,10,10,1,14,4,3,1,0,1408,40,22,2
25200.0,38,0,171344,4,7,4,1,0,3,1,0,0,36,3,2
25201.0,39,0,153976,10,10,6,13,1,3,1,0,0,40,22,2
25202.0,52,0,374883,14,11,1,0,4,3,1,0,0,50,22,2
25203.0,17,0,167658,11,8,1,3,0,3,2,0,0,6,22,2
25204.0,31,0,348504,13,13,6,4,1,3,1,0,0,50,22,2
25205.0,22,0,258509,12,9,1,1,0,5,1,0,0,24,22,2
25206.0,47,2,108890,12,9,5,5,6,3,2,1831,0,38,22,2
25207.0,28,0,188236,10,10,1,5,4,3,2,0,0,40,22,2
25208.0,30,6,355571,12,9,1,8,6,5,2,0,0,40,22,2
25209.0,41,0,425049,12,9,6,1,1,3,1,0,0,50,22,0
25210.0,29,0,142555,0,14,1,6,4,5,1,0,0,42,22,2
25211.0,42,1,29320,6,15,5,6,6,3,1,0,0,60,22,0
25212.0,52,7,207841,10,10,6,5,1,3,1,0,0,40,22,2
25213.0,35,0,187329,13,13,1,6,4,3,2,0,0,40,22,2
25214.0,28,0,270973,1,12,1,5,0,3,2,0,0,40,22,2
25215.0,46,0,197332,0,14,6,6,1,3,1,7688,0,46,22,0
25216.0,21,6,175166,10,10,1,8,0,3,2,2176,0,40,22,2
25217.0,45,5,160187,12,9,4,5,6,5,2,0,0,40,22,2
25218.0,21,0,197918,12,9,1,1,0,3,1,0,0,40,22,2
25219.0,74,0,192290,2,6,6,5,1,3,1,0,0,20,22,2
25220.0,29,0,241895,12,9,6,1,5,3,1,0,0,40,22,2
25221.0,39,5,164515,12,9,5,5,6,3,2,0,0,40,22,2
25222.0,44,0,147206,10,10,6,7,1,3,1,7688,0,45,22,0
25223.0,23,3,306868,13,13,1,0,4,3,1,0,0,40,22,2
25224.0,32,5,169837,1,12,5,4,4,5,2,0,0,40,22,2
25225.0,61,6,124648,2,6,5,8,4,3,2,0,0,40,22,2
25226.0,43,0,185057,12,9,5,4,4,3,2,0,0,30,22,0
25227.0,23,0,240049,16,1,1,14,4,0,2,0,0,40,11,2
25228.0,18,0,164441,10,10,1,5,0,3,2,0,0,38,22,2
25229.0,38,0,179314,12,9,6,12,1,3,1,0,0,40,22,2
25230.0,33,0,319854,13,13,0,6,4,3,1,4650,0,35,22,2
25231.0,19,3,148955,10,10,1,14,0,0,2,0,0,35,0,2
25232.0,23,0,32950,10,10,1,1,4,3,1,4101,0,40,22,2
25233.0,37,0,206699,12,9,5,9,0,3,1,0,0,45,22,2
25234.0,25,0,385646,12,9,1,0,0,3,1,0,0,40,22,2
25235.0,36,0,31438,12,9,5,1,6,3,1,0,0,43,26,2
25236.0,45,0,168598,11,8,6,5,2,5,2,3103,0,40,22,0
25237.0,32,0,97306,13,13,1,5,4,3,2,0,0,48,22,2
25238.0,65,6,106910,4,7,5,8,4,0,2,0,0,15,22,2
25239.0,18,1,29582,4,7,1,7,0,3,1,0,0,40,22,2
25240.0,25,0,220284,12,9,1,1,6,3,1,0,0,40,3,2
25241.0,29,0,110226,0,14,1,3,4,3,1,0,0,65,26,2
25242.0,53,0,240914,10,10,6,7,1,3,1,0,0,40,22,2
25243.0,33,0,115496,9,16,6,6,1,3,1,0,0,60,22,0
25244.0,27,0,105817,13,13,1,7,4,3,1,0,0,45,22,2
25245.0,24,2,330836,12,9,6,2,1,3,1,0,0,40,22,2
25246.0,54,1,36327,15,4,6,13,1,3,1,0,0,50,22,2
25247.0,23,0,33423,10,10,1,3,4,3,2,0,0,30,22,2
25248.0,45,0,75673,14,11,2,5,4,0,2,0,0,40,22,2
25249.0,36,0,185744,10,10,6,4,2,3,2,0,0,35,22,0
25250.0,36,0,186035,4,7,6,7,1,3,1,5178,0,40,22,0
25251.0,44,5,196456,0,14,1,6,4,3,2,0,1669,40,22,2
25252.0,24,0,111450,12,9,1,1,6,5,1,0,0,40,22,2
25253.0,39,0,115289,10,10,5,3,0,3,1,0,1380,70,22,2
25254.0,50,0,74879,12,9,4,12,6,3,2,0,0,40,22,2
25255.0,38,0,117312,12,9,6,4,2,3,2,15024,0,40,22,0
25256.0,58,0,272902,13,13,2,4,6,3,2,0,0,40,22,2
25257.0,44,3,220230,12,9,6,14,1,5,1,0,0,48,22,2
25258.0,24,0,90934,13,13,1,3,0,0,1,0,0,55,22,2
25259.0,52,3,234286,12,9,6,4,1,3,1,15024,0,40,22,0
25260.0,46,0,364548,13,13,5,3,4,3,1,8614,0,40,22,0
25261.0,50,3,283676,9,16,6,6,1,3,1,15024,0,60,22,0
25262.0,34,0,195602,1,12,6,7,1,3,1,0,0,44,22,2
25263.0,40,0,70761,1,12,1,9,4,5,1,0,0,40,22,2
25264.0,53,0,142717,13,13,5,5,6,3,2,0,0,40,22,2
25265.0,24,0,124242,12,9,1,5,0,3,2,0,0,40,22,2
25266.0,58,6,53481,13,13,6,8,1,3,1,0,0,70,22,2
25267.0,26,0,287797,10,10,6,7,1,3,1,0,0,45,22,2
25268.0,22,0,188274,1,12,1,12,0,3,1,0,0,40,22,2
25269.0,36,0,171968,12,9,6,7,1,3,1,0,0,40,22,2
25270.0,78,6,74795,1,12,2,8,4,3,2,0,0,4,22,2
25271.0,36,0,218490,13,13,6,6,1,3,1,0,0,45,39,0
25272.0,43,5,94937,13,13,6,6,2,3,2,0,0,28,22,2
25273.0,60,0,109511,15,4,6,12,1,3,1,0,0,40,22,2
25274.0,49,5,269527,0,14,6,6,1,3,1,7298,0,40,22,0
25275.0,50,3,201689,15,4,6,7,1,3,1,0,1977,63,26,0
25276.0,34,1,120672,15,4,1,12,6,5,1,0,0,10,22,2
25277.0,46,0,130779,10,10,6,5,1,3,1,0,0,40,22,2
25278.0,46,5,441542,13,13,6,1,1,5,1,0,0,40,22,2
25279.0,69,0,114801,12,9,6,14,1,3,1,0,0,20,22,2
25280.0,32,0,180284,2,6,6,7,1,3,1,0,0,40,22,0
25281.0,40,5,27444,13,13,1,6,4,3,1,0,0,50,22,0
25282.0,61,0,180382,3,3,6,12,1,3,1,3411,0,45,22,2
25283.0,56,0,143266,10,10,6,4,1,3,1,0,0,40,22,0
25284.0,47,0,139268,12,9,6,9,1,3,1,0,0,40,22,2
25285.0,29,0,126208,12,9,6,13,1,5,1,0,0,40,22,2
25286.0,37,0,186191,12,9,6,13,1,3,1,0,0,46,22,2
25287.0,51,0,197163,6,15,1,6,4,3,2,0,2559,50,22,0
25288.0,44,2,193524,0,14,6,4,1,3,1,0,1902,40,22,0
25289.0,33,0,181388,12,9,0,14,6,3,2,0,0,40,22,2
25290.0,51,1,124963,6,15,5,6,4,3,1,0,0,80,22,0
